!	 	 	Ambt_to_Room1	Ambt_to_Room4	Corridor_to_Room1	Corridor_to_Room4	Ambt_to_Room2	Ambt_to_Room5	Corridor_to_Room2	Corridor_to_Room5	Corridor_to_Room3	Corridor_to_Room6	Ambt_to_Room3	Ambt_to_Room6
!Date	Time	[s]	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h	sm^3/h
9/29	10:46:00	38760	1.439807e+00	1.166535e+01	5.167875e+00	-5.669083e+00	-5.262949e+00	6.623125e+00	5.351679e+00	-5.515932e+00	5.535857e+00	-5.313687e+00	-1.223251e+01	-1.789507e+00
9/29	10:47:00	38820	1.448878e+00	1.173924e+01	5.200605e+00	-5.704990e+00	-5.296192e+00	6.664958e+00	5.385568e+00	-5.550868e+00	5.570908e+00	-5.347342e+00	-1.230985e+01	-1.800924e+00
9/29	10:48:00	38880	1.457946e+00	1.181325e+01	5.233335e+00	-5.740898e+00	-5.329483e+00	6.706851e+00	5.419460e+00	-5.585801e+00	5.605966e+00	-5.380991e+00	-1.238731e+01	-1.812338e+00
9/29	10:49:00	38940	1.467024e+00	1.188735e+01	5.266107e+00	-5.776851e+00	-5.362815e+00	6.748796e+00	5.453395e+00	-5.620778e+00	5.641068e+00	-5.414681e+00	-1.246486e+01	-1.823766e+00
9/29	10:50:00	39000	1.476114e+00	1.196155e+01	5.298921e+00	-5.812850e+00	-5.396190e+00	6.790795e+00	5.487373e+00	-5.655799e+00	5.676215e+00	-5.448415e+00	-1.254252e+01	-1.835210e+00
9/29	10:51:00	39060	1.485214e+00	1.203585e+01	5.331775e+00	-5.848893e+00	-5.429606e+00	6.832845e+00	5.521394e+00	-5.690864e+00	5.711406e+00	-5.482191e+00	-1.262027e+01	-1.846669e+00
9/29	10:52:00	39120	1.494325e+00	1.211023e+01	5.364670e+00	-5.884982e+00	-5.463063e+00	6.874948e+00	5.555457e+00	-5.725973e+00	5.746641e+00	-5.516009e+00	-1.269812e+01	-1.858144e+00
9/29	10:53:00	39180	1.503447e+00	1.218472e+01	5.397606e+00	-5.921115e+00	-5.496562e+00	6.917101e+00	5.589563e+00	-5.761125e+00	5.781920e+00	-5.549869e+00	-1.277606e+01	-1.869634e+00
9/29	10:54:00	39240	1.512579e+00	1.225929e+01	5.430583e+00	-5.957293e+00	-5.530100e+00	6.959306e+00	5.623710e+00	-5.796320e+00	5.817242e+00	-5.583770e+00	-1.285410e+01	-1.881139e+00
9/29	10:55:00	39300	1.521722e+00	1.233396e+01	5.463601e+00	-5.993517e+00	-5.563680e+00	7.001563e+00	5.657899e+00	-5.831560e+00	5.852608e+00	-5.617713e+00	-1.293223e+01	-1.892659e+00
9/29	10:56:00	39360	1.530876e+00	1.240872e+01	5.496658e+00	-6.029783e+00	-5.597301e+00	7.043870e+00	5.692130e+00	-5.866841e+00	5.888016e+00	-5.651698e+00	-1.301046e+01	-1.904193e+00
9/29	10:57:00	39420	1.540039e+00	1.248357e+01	5.529756e+00	-6.066094e+00	-5.630961e+00	7.086229e+00	5.726403e+00	-5.902166e+00	5.923468e+00	-5.685724e+00	-1.308879e+01	-1.915742e+00
9/29	10:58:00	39480	1.549214e+00	1.255852e+01	5.562893e+00	-6.102448e+00	-5.664661e+00	7.128636e+00	5.760716e+00	-5.937532e+00	5.958961e+00	-5.719790e+00	-1.316721e+01	-1.927307e+00
9/29	10:59:00	39540	1.558399e+00	1.263355e+01	5.596071e+00	-6.138847e+00	-5.698403e+00	7.171096e+00	5.795072e+00	-5.972943e+00	5.994498e+00	-5.753898e+00	-1.324572e+01	-1.938886e+00
9/29	11:00:00	39600	1.567594e+00	1.270868e+01	5.629288e+00	-6.175289e+00	-5.732183e+00	7.213605e+00	5.829467e+00	-6.008394e+00	6.030077e+00	-5.788045e+00	-1.332433e+01	-1.950480e+00
9/29	11:01:00	39660	1.543250e+00	1.257833e+01	5.575672e+00	-6.120183e+00	-5.660686e+00	7.166819e+00	5.773546e+00	-5.955446e+00	5.972549e+00	-5.737074e+00	-1.320433e+01	-1.932448e+00
9/29	11:02:00	39720	1.519104e+00	1.244842e+01	5.522161e+00	-6.065126e+00	-5.589625e+00	7.119815e+00	5.717741e+00	-5.902534e+00	5.915135e+00	-5.686137e+00	-1.308452e+01	-1.914439e+00
9/29	11:03:00	39780	1.495160e+00	1.231895e+01	5.468781e+00	-6.010148e+00	-5.518996e+00	7.072604e+00	5.662078e+00	-5.849685e+00	5.857862e+00	-5.635262e+00	-1.296489e+01	-1.896455e+00
9/29	11:04:00	39840	1.471423e+00	1.218991e+01	5.415527e+00	-5.955245e+00	-5.448796e+00	7.025182e+00	5.606554e+00	-5.796898e+00	5.800728e+00	-5.584446e+00	-1.284544e+01	-1.878500e+00
9/29	11:05:00	39900	1.447891e+00	1.206130e+01	5.362401e+00	-5.900418e+00	-5.379030e+00	6.977549e+00	5.551169e+00	-5.744173e+00	5.743734e+00	-5.533689e+00	-1.272617e+01	-1.860573e+00
9/29	11:06:00	39960	1.424561e+00	1.193314e+01	5.309408e+00	-5.845672e+00	-5.309695e+00	6.929716e+00	5.495930e+00	-5.691514e+00	5.686883e+00	-5.482996e+00	-1.260709e+01	-1.842673e+00
9/29	11:07:00	40020	1.401435e+00	1.180542e+01	5.256546e+00	-5.791006e+00	-5.240791e+00	6.881679e+00	5.440834e+00	-5.638923e+00	5.630175e+00	-5.432366e+00	-1.248820e+01	-1.824802e+00
9/29	11:08:00	40080	1.378517e+00	1.167814e+01	5.203816e+00	-5.736420e+00	-5.172320e+00	6.833437e+00	5.385881e+00	-5.586397e+00	5.573610e+00	-5.381800e+00	-1.236950e+01	-1.806962e+00
9/29	11:09:00	40140	1.355799e+00	1.155131e+01	5.151220e+00	-5.681919e+00	-5.104280e+00	6.785004e+00	5.331075e+00	-5.533942e+00	5.517192e+00	-5.331302e+00	-1.225101e+01	-1.789151e+00
9/29	11:10:00	40200	1.333285e+00	1.142493e+01	5.098759e+00	-5.627502e+00	-5.036671e+00	6.736374e+00	5.276415e+00	-5.481557e+00	5.460920e+00	-5.280871e+00	-1.213271e+01	-1.771371e+00
9/29	11:11:00	40260	1.310976e+00	1.129900e+01	5.046434e+00	-5.573170e+00	-4.969496e+00	6.687549e+00	5.221904e+00	-5.429244e+00	5.404795e+00	-5.230509e+00	-1.201461e+01	-1.753621e+00
9/29	11:12:00	40320	1.288868e+00	1.117352e+01	4.994246e+00	-5.518927e+00	-4.902752e+00	6.638536e+00	5.167542e+00	-5.377005e+00	5.348820e+00	-5.180218e+00	-1.189672e+01	-1.735904e+00
9/29	11:13:00	40380	1.266963e+00	1.104849e+01	4.942196e+00	-5.464773e+00	-4.836440e+00	6.589338e+00	5.113330e+00	-5.324841e+00	5.292996e+00	-5.129999e+00	-1.177905e+01	-1.718216e+00
9/29	11:14:00	40440	1.245263e+00	1.092393e+01	4.890285e+00	-5.410707e+00	-4.770560e+00	6.539949e+00	5.059268e+00	-5.272751e+00	5.237321e+00	-5.079852e+00	-1.166158e+01	-1.700564e+00
9/29	11:15:00	40500	1.223763e+00	1.079982e+01	4.838515e+00	-5.356735e+00	-4.705113e+00	6.490383e+00	5.005361e+00	-5.220742e+00	5.181800e+00	-5.029780e+00	-1.154433e+01	-1.682943e+00
9/29	11:16:00	40560	1.202465e+00	1.067617e+01	4.786887e+00	-5.302855e+00	-4.640098e+00	6.440637e+00	4.951606e+00	-5.168811e+00	5.126433e+00	-4.979785e+00	-1.142729e+01	-1.665355e+00
9/29	11:17:00	40620	1.181371e+00	1.055299e+01	4.735400e+00	-5.249069e+00	-4.575516e+00	6.390709e+00	4.898005e+00	-5.116960e+00	5.071219e+00	-4.929866e+00	-1.131048e+01	-1.647803e+00
9/29	11:18:00	40680	1.160476e+00	1.043027e+01	4.684059e+00	-5.195381e+00	-4.511366e+00	6.340611e+00	4.844563e+00	-5.065193e+00	5.016164e+00	-4.880027e+00	-1.119390e+01	-1.630284e+00
9/29	11:19:00	40740	1.139783e+00	1.030803e+01	4.632862e+00	-5.141789e+00	-4.447649e+00	6.290341e+00	4.791276e+00	-5.013508e+00	4.961265e+00	-4.830268e+00	-1.107754e+01	-1.612800e+00
9/29	11:20:00	40800	1.119293e+00	1.018625e+01	4.581810e+00	-5.088295e+00	-4.384365e+00	6.239897e+00	4.738148e+00	-4.961908e+00	4.906523e+00	-4.780590e+00	-1.096141e+01	-1.595353e+00
9/29	11:21:00	40860	1.099002e+00	1.006494e+01	4.530908e+00	-5.034904e+00	-4.321514e+00	6.189291e+00	4.685179e+00	-4.910395e+00	4.851943e+00	-4.730996e+00	-1.084552e+01	-1.577940e+00
9/29	11:22:00	40920	1.078912e+00	9.944117e+00	4.480153e+00	-4.981614e+00	-4.259095e+00	6.138521e+00	4.632372e+00	-4.858972e+00	4.797524e+00	-4.681487e+00	-1.072987e+01	-1.560564e+00
9/29	11:23:00	40980	1.059024e+00	9.823766e+00	4.429547e+00	-4.928426e+00	-4.197110e+00	6.087586e+00	4.579725e+00	-4.807635e+00	4.743267e+00	-4.632061e+00	-1.061445e+01	-1.543228e+00
9/29	11:24:00	41040	1.039334e+00	9.703895e+00	4.379093e+00	-4.875345e+00	-4.135558e+00	6.036495e+00	4.527243e+00	-4.756392e+00	4.689173e+00	-4.582726e+00	-1.049929e+01	-1.525926e+00
9/29	11:25:00	41100	1.019845e+00	9.584506e+00	4.328791e+00	-4.822370e+00	-4.074439e+00	5.985248e+00	4.474924e+00	-4.705241e+00	4.635244e+00	-4.533478e+00	-1.038437e+01	-1.508665e+00
9/29	11:26:00	41160	1.000558e+00	9.465603e+00	4.278641e+00	-4.769502e+00	-4.013754e+00	5.933844e+00	4.422770e+00	-4.654183e+00	4.581481e+00	-4.484320e+00	-1.026970e+01	-1.491442e+00
9/29	11:27:00	41220	9.814670e-01	9.347186e+00	4.228647e+00	-4.716744e+00	-3.953503e+00	5.882293e+00	4.370784e+00	-4.603222e+00	4.527886e+00	-4.435256e+00	-1.015528e+01	-1.474259e+00
9/29	11:28:00	41280	9.625759e-01	9.229260e+00	4.178809e+00	-4.664098e+00	-3.893685e+00	5.830595e+00	4.318965e+00	-4.552359e+00	4.474461e+00	-4.386284e+00	-1.004113e+01	-1.457114e+00
9/29	11:29:00	41340	9.438860e-01	9.111826e+00	4.129126e+00	-4.611562e+00	-3.834301e+00	5.778747e+00	4.267315e+00	-4.501592e+00	4.421203e+00	-4.337406e+00	-9.927228e+00	-1.440012e+00
9/29	11:30:00	41400	9.253923e-01	8.994886e+00	4.079602e+00	-4.559143e+00	-3.775351e+00	5.726760e+00	4.215836e+00	-4.450928e+00	4.368118e+00	-4.288625e+00	-9.813598e+00	-1.422950e+00
9/29	11:31:00	41460	9.070975e-01	8.878443e+00	4.030238e+00	-4.506838e+00	-3.716835e+00	5.674634e+00	4.164529e+00	-4.400366e+00	4.315207e+00	-4.239943e+00	-9.700236e+00	-1.405929e+00
9/29	11:32:00	41520	8.890027e-01	8.762499e+00	3.981034e+00	-4.454650e+00	-3.658754e+00	5.622366e+00	4.113394e+00	-4.349905e+00	4.262467e+00	-4.191358e+00	-9.587143e+00	-1.388952e+00
9/29	11:33:00	41580	8.711039e-01	8.647057e+00	3.931992e+00	-4.402583e+00	-3.601106e+00	5.569969e+00	4.062434e+00	-4.299551e+00	4.209904e+00	-4.142876e+00	-9.474326e+00	-1.372016e+00
9/29	11:34:00	41640	8.534029e-01	8.532120e+00	3.883113e+00	-4.350635e+00	-3.543893e+00	5.517440e+00	4.011649e+00	-4.249304e+00	4.157517e+00	-4.094497e+00	-9.361789e+00	-1.355124e+00
9/29	11:35:00	41700	8.359012e-01	8.417689e+00	3.834397e+00	-4.298808e+00	-3.487116e+00	5.464779e+00	3.961040e+00	-4.199164e+00	4.105307e+00	-4.046219e+00	-9.249530e+00	-1.338277e+00
9/29	11:36:00	41760	8.185951e-01	8.303768e+00	3.785849e+00	-4.247107e+00	-3.430772e+00	5.411996e+00	3.910609e+00	-4.149136e+00	4.053278e+00	-3.998049e+00	-9.137559e+00	-1.321474e+00
9/29	11:37:00	41820	8.014854e-01	8.190359e+00	3.737467e+00	-4.195530e+00	-3.374863e+00	5.359090e+00	3.860359e+00	-4.099218e+00	4.001429e+00	-3.949986e+00	-9.025877e+00	-1.304715e+00
9/29	11:38:00	41880	7.845744e-01	8.077466e+00	3.689253e+00	-4.144079e+00	-3.319391e+00	5.306062e+00	3.810288e+00	-4.049413e+00	3.949761e+00	-3.902030e+00	-8.914486e+00	-1.288004e+00
9/29	11:39:00	41940	7.678579e-01	7.965088e+00	3.641208e+00	-4.092758e+00	-3.264352e+00	5.252919e+00	3.760399e+00	-3.999724e+00	3.898277e+00	-3.854186e+00	-8.803391e+00	-1.271338e+00
9/29	11:40:00	42000	7.513375e-01	7.853230e+00	3.593335e+00	-4.041567e+00	-3.209749e+00	5.199662e+00	3.710694e+00	-3.950151e+00	3.846978e+00	-3.806454e+00	-8.692596e+00	-1.254719e+00
9/29	11:41:00	42060	7.350150e-01	7.741897e+00	3.545634e+00	-3.990508e+00	-3.155582e+00	5.146292e+00	3.661173e+00	-3.900697e+00	3.795866e+00	-3.758834e+00	-8.582106e+00	-1.238150e+00
9/29	11:42:00	42120	7.188861e-01	7.631086e+00	3.498106e+00	-3.939583e+00	-3.101850e+00	5.092816e+00	3.611838e+00	-3.851363e+00	3.744940e+00	-3.711331e+00	-8.471921e+00	-1.221627e+00
9/29	11:43:00	42180	7.029527e-01	7.520806e+00	3.450753e+00	-3.888794e+00	-3.048555e+00	5.039237e+00	3.562691e+00	-3.802151e+00	3.694205e+00	-3.663944e+00	-8.362047e+00	-1.205154e+00
9/29	11:44:00	42240	6.872161e-01	7.411055e+00	3.403576e+00	-3.838140e+00	-2.995695e+00	4.985550e+00	3.513732e+00	-3.753060e+00	3.643658e+00	-3.616675e+00	-8.252486e+00	-1.188731e+00
9/29	11:45:00	42300	6.716722e-01	7.301838e+00	3.356577e+00	-3.787627e+00	-2.943271e+00	4.931769e+00	3.464963e+00	-3.704097e+00	3.593304e+00	-3.569527e+00	-8.143246e+00	-1.172357e+00
9/29	11:46:00	42360	6.563230e-01	7.193157e+00	3.309758e+00	-3.737254e+00	-2.891284e+00	4.877893e+00	3.416387e+00	-3.655260e+00	3.543145e+00	-3.522502e+00	-8.034328e+00	-1.156034e+00
9/29	11:47:00	42420	6.411693e-01	7.085015e+00	3.263117e+00	-3.687022e+00	-2.839734e+00	4.823920e+00	3.368002e+00	-3.606551e+00	3.493178e+00	-3.475598e+00	-7.925733e+00	-1.139764e+00
9/29	11:48:00	42480	6.262081e-01	6.977416e+00	3.216660e+00	-3.636936e+00	-2.788620e+00	4.769862e+00	3.319812e+00	-3.557974e+00	3.443410e+00	-3.428822e+00	-7.817471e+00	-1.123545e+00
9/29	11:49:00	42540	6.114402e-01	6.870361e+00	3.170386e+00	-3.586996e+00	-2.737944e+00	4.715716e+00	3.271818e+00	-3.509529e+00	3.393839e+00	-3.382172e+00	-7.709540e+00	-1.107380e+00
9/29	11:50:00	42600	5.968675e-01	6.763854e+00	3.124295e+00	-3.537203e+00	-2.687704e+00	4.661485e+00	3.224021e+00	-3.461217e+00	3.344467e+00	-3.335650e+00	-7.601947e+00	-1.091269e+00
9/29	11:51:00	42660	5.824860e-01	6.657897e+00	3.078392e+00	-3.487561e+00	-2.637902e+00	4.607178e+00	3.176423e+00	-3.413043e+00	3.295297e+00	-3.289260e+00	-7.494697e+00	-1.075211e+00
9/29	11:52:00	42720	5.682973e-01	6.552494e+00	3.032676e+00	-3.438069e+00	-2.588537e+00	4.552793e+00	3.129025e+00	-3.365006e+00	3.246329e+00	-3.243002e+00	-7.387791e+00	-1.059209e+00
9/29	11:53:00	42780	5.543030e-01	6.447648e+00	2.987149e+00	-3.388731e+00	-2.539610e+00	4.498333e+00	3.081829e+00	-3.317109e+00	3.197565e+00	-3.196878e+00	-7.281236e+00	-1.043263e+00
9/29	11:54:00	42840	5.404986e-01	6.343361e+00	2.941813e+00	-3.339549e+00	-2.491121e+00	4.443805e+00	3.034836e+00	-3.269354e+00	3.149008e+00	-3.150891e+00	-7.175034e+00	-1.027373e+00
9/29	11:55:00	42900	5.268857e-01	6.239636e+00	2.896670e+00	-3.290524e+00	-2.443070e+00	4.389211e+00	2.988048e+00	-3.221743e+00	3.100657e+00	-3.105041e+00	-7.069190e+00	-1.011539e+00
9/29	11:56:00	42960	5.134666e-01	6.136479e+00	2.851719e+00	-3.241658e+00	-2.395458e+00	4.334552e+00	2.941466e+00	-3.174276e+00	3.052515e+00	-3.059331e+00	-6.963709e+00	-9.957662e-01
9/29	11:57:00	43020	5.002366e-01	6.033890e+00	2.806964e+00	-3.192954e+00	-2.348284e+00	4.279836e+00	2.895092e+00	-3.126958e+00	3.004585e+00	-3.013763e+00	-6.858593e+00	-9.800497e-01
9/29	11:58:00	43080	4.871974e-01	5.931873e+00	2.762407e+00	-3.144413e+00	-2.301550e+00	4.225063e+00	2.848929e+00	-3.079790e+00	2.956867e+00	-2.968339e+00	-6.753850e+00	-9.643934e-01
9/29	11:59:00	43140	4.743505e-01	5.830431e+00	2.718046e+00	-3.096036e+00	-2.255254e+00	4.170236e+00	2.802975e+00	-3.032772e+00	2.909362e+00	-2.923060e+00	-6.649479e+00	-9.487977e-01
9/29	12:00:00	43200	4.616917e-01	5.729567e+00	2.673887e+00	-3.047828e+00	-2.209398e+00	4.115361e+00	2.757235e+00	-2.985909e+00	2.862073e+00	-2.877929e+00	-6.545488e+00	-9.332616e-01
9/29	12:01:00	43260	-3.602888e-01	6.711012e+00	3.612999e-01	-6.708050e+00	-2.603291e+00	4.468042e+00	2.607724e+00	-4.468256e+00	7.327149e+00	2.585481e-01	-7.332593e+00	-2.612959e-01
9/29	12:02:00	43320	-3.808226e-01	6.730862e+00	3.818343e-01	-6.727899e+00	-2.614140e+00	4.497576e+00	2.618608e+00	-4.497764e+00	7.353191e+00	2.442164e-01	-7.358671e+00	-2.469904e-01
9/29	12:03:00	43380	-4.015984e-01	6.750542e+00	4.026107e-01	-6.747580e+00	-2.624957e+00	4.527215e+00	2.629461e+00	-4.527376e+00	7.379110e+00	2.296882e-01	-7.384625e+00	-2.324883e-01
9/29	12:04:00	43440	-4.226147e-01	6.770050e+00	4.236274e-01	-6.767088e+00	-2.635741e+00	4.556956e+00	2.640279e+00	-4.557089e+00	7.404902e+00	2.149649e-01	-7.410452e+00	-2.177916e-01
9/29	12:05:00	43500	-4.438712e-01	6.789382e+00	4.448843e-01	-6.786423e+00	-2.646488e+00	4.586797e+00	2.651061e+00	-4.586903e+00	7.430563e+00	2.000464e-01	-7.436149e+00	-2.028997e-01
9/29	12:06:00	43560	-4.653750e-01	6.808537e+00	4.663882e-01	-6.805580e+00	-2.657200e+00	4.616745e+00	2.661808e+00	-4.616821e+00	7.456095e+00	1.849277e-01	-7.461716e+00	-1.878076e-01
9/29	12:07:00	43620	-4.871252e-01	6.827512e+00	4.881387e-01	-6.824557e+00	-2.667875e+00	4.646795e+00	2.672518e+00	-4.646842e+00	7.481493e+00	1.696088e-01	-7.487149e+00	-1.725158e-01
9/29	12:08:00	43680	-5.091256e-01	6.846303e+00	5.101273e-01	-6.843364e+00	-2.678515e+00	4.676948e+00	2.683191e+00	-4.676919e+00	7.506755e+00	1.540952e-01	-7.512454e+00	-1.570280e-01
9/29	12:09:00	43740	-5.313755e-01	6.864912e+00	5.323768e-01	-6.861976e+00	-2.689114e+00	4.707206e+00	2.693825e+00	-4.707147e+00	7.531882e+00	1.383715e-01	-7.537615e+00	-1.413317e-01
9/29	12:10:00	43800	-5.538777e-01	6.883334e+00	5.548789e-01	-6.880403e+00	-2.699674e+00	4.737572e+00	2.704420e+00	-4.737480e+00	7.556871e+00	1.224434e-01	-7.562640e+00	-1.254307e-01
9/29	12:11:00	43860	-5.766327e-01	6.901567e+00	5.776334e-01	-6.898640e+00	-2.710194e+00	4.768040e+00	2.714975e+00	-4.767916e+00	7.581720e+00	1.063105e-01	-7.587522e+00	-1.093258e-01
9/29	12:12:00	43920	-5.996469e-01	6.919608e+00	6.006470e-01	-6.916687e+00	-2.720673e+00	4.798616e+00	2.725488e+00	-4.798459e+00	7.606425e+00	8.996783e-02	-7.612263e+00	-9.301071e-02
9/29	12:13:00	43980	-6.229200e-01	6.937452e+00	6.239195e-01	-6.934537e+00	-2.731108e+00	4.829298e+00	2.735958e+00	-4.829107e+00	7.630985e+00	7.341550e-02	-7.636856e+00	-7.648674e-02
9/29	12:14:00	44040	-6.464524e-01	6.955101e+00	6.474513e-01	-6.952191e+00	-2.741501e+00	4.860087e+00	2.746386e+00	-4.859861e+00	7.655398e+00	5.665326e-02	-7.661303e+00	-5.975290e-02
9/29	12:15:00	44100	-6.702518e-01	6.972547e+00	6.712499e-01	-6.969645e+00	-2.751850e+00	4.890984e+00	2.756769e+00	-4.890722e+00	7.679660e+00	3.967500e-02	-7.685599e+00	-4.280291e-02
9/29	12:16:00	44160	-6.943166e-01	6.989791e+00	6.953137e-01	-6.986896e+00	-2.762153e+00	4.921990e+00	2.767106e+00	-4.921691e+00	7.703771e+00	2.248252e-02	-7.709743e+00	-2.563886e-02
9/29	12:17:00	44220	-7.186480e-01	7.006828e+00	7.196440e-01	-7.003942e+00	-2.772409e+00	4.953102e+00	2.777397e+00	-4.952767e+00	7.727727e+00	5.074301e-03	-7.733733e+00	-8.260069e-03
9/29	12:18:00	44280	-7.432531e-01	7.023654e+00	7.442478e-01	-7.020777e+00	-2.782618e+00	4.984326e+00	2.787640e+00	-4.983952e+00	7.751525e+00	-1.255483e-02	-7.757565e+00	9.340436e-03
9/29	12:19:00	44340	-7.681324e-01	7.040268e+00	7.691256e-01	-7.037401e+00	-2.792778e+00	5.015659e+00	2.797834e+00	-5.015246e+00	7.775164e+00	-3.040549e-02	-7.781236e+00	2.716161e-02
9/29	12:20:00	44400	-7.932854e-01	7.056667e+00	7.942773e-01	-7.053809e+00	-2.802888e+00	5.047101e+00	2.807978e+00	-5.046649e+00	7.798640e+00	-4.847722e-02	-7.804746e+00	4.520380e-02
9/29	12:21:00	44460	-8.187206e-01	7.072845e+00	8.197109e-01	-7.069998e+00	-2.812946e+00	5.078656e+00	2.818071e+00	-5.078163e+00	7.821950e+00	-6.677666e-02	-7.828090e+00	6.347362e-02
9/29	12:22:00	44520	-8.444380e-01	7.088799e+00	8.454264e-01	-7.085964e+00	-2.822952e+00	5.110322e+00	2.828111e+00	-5.109788e+00	7.845093e+00	-8.530354e-02	-7.851264e+00	8.197071e-02
9/29	12:23:00	44580	-8.704377e-01	7.104529e+00	8.714243e-01	-7.101705e+00	-2.832903e+00	5.142100e+00	2.838097e+00	-5.141524e+00	7.868065e+00	-1.040582e-01	-7.874269e+00	1.006954e-01
9/29	12:24:00	44640	-8.967275e-01	7.120027e+00	8.977121e-01	-7.117216e+00	-2.842799e+00	5.173992e+00	2.848027e+00	-5.173373e+00	7.890863e+00	-1.230462e-01	-7.897099e+00	1.196530e-01
9/29	12:25:00	44700	-9.233096e-01	7.135292e+00	9.242920e-01	-7.132494e+00	-2.852640e+00	5.205998e+00	2.857901e+00	-5.205336e+00	7.913485e+00	-1.422700e-01	-7.919753e+00	1.388462e-01
9/29	12:26:00	44760	-9.501830e-01	7.150318e+00	9.511632e-01	-7.147534e+00	-2.862421e+00	5.238118e+00	2.867716e+00	-5.237410e+00	7.935926e+00	-1.617283e-01	-7.942225e+00	1.582740e-01
9/29	12:27:00	44820	-9.773571e-01	7.165102e+00	9.783348e-01	-7.162333e+00	-2.872143e+00	5.270354e+00	2.877471e+00	-5.269600e+00	7.958183e+00	-1.814284e-01	-7.964514e+00	1.779430e-01
9/29	12:28:00	44880	-1.004832e+00	7.179640e+00	1.005807e+00	-7.176887e+00	-2.881803e+00	5.302707e+00	2.887166e+00	-5.301906e+00	7.980255e+00	-2.013705e-01	-7.986617e+00	1.978539e-01
9/29	12:29:00	44940	-1.032609e+00	7.193928e+00	1.033581e+00	-7.191191e+00	-2.891401e+00	5.335176e+00	2.896797e+00	-5.334327e+00	8.002136e+00	-2.215551e-01	-8.008529e+00	2.180074e-01
9/29	12:30:00	45000	-1.060697e+00	7.207960e+00	1.061667e+00	-7.205240e+00	-2.900934e+00	5.367763e+00	2.906363e+00	-5.366866e+00	8.023823e+00	-2.419903e-01	-8.030246e+00	2.384108e-01
9/29	12:31:00	45060	-1.089097e+00	7.221735e+00	1.090064e+00	-7.219033e+00	-2.910401e+00	5.400470e+00	2.915864e+00	-5.399524e+00	8.045314e+00	-2.626754e-01	-8.051766e+00	2.590645e-01
9/29	12:32:00	45120	-1.117811e+00	7.235245e+00	1.118774e+00	-7.232561e+00	-2.919799e+00	5.433296e+00	2.925295e+00	-5.432298e+00	8.066602e+00	-2.836123e-01	-8.073086e+00	2.799695e-01
9/29	12:33:00	45180	-1.146847e+00	7.248485e+00	1.147807e+00	-7.245820e+00	-2.929128e+00	5.466244e+00	2.934657e+00	-5.465194e+00	8.087687e+00	-3.048069e-01	-8.094199e+00	3.011316e-01
9/29	12:34:00	45240	-1.176207e+00	7.261451e+00	1.177164e+00	-7.258807e+00	-2.938385e+00	5.499314e+00	2.943947e+00	-5.498212e+00	8.108561e+00	-3.262623e-01	-8.115103e+00	3.225545e-01
9/29	12:35:00	45300	-1.205888e+00	7.274144e+00	1.206852e+00	-7.271509e+00	-2.947565e+00	5.532506e+00	2.953164e+00	-5.531400e+00	8.129227e+00	-3.479827e-01	-8.135790e+00	3.442415e-01
9/29	12:36:00	45360	-1.235911e+00	7.286545e+00	1.236871e+00	-7.283933e+00	-2.956672e+00	5.565824e+00	2.962303e+00	-5.564663e+00	8.149670e+00	-3.699680e-01	-8.156262e+00	3.661941e-01
9/29	12:37:00	45420	-1.266271e+00	7.298656e+00	1.267227e+00	-7.296065e+00	-2.965701e+00	5.599267e+00	2.971364e+00	-5.598049e+00	8.169889e+00	-3.922233e-01	-8.176510e+00	3.884161e-01
9/29	12:38:00	45480	-1.296971e+00	7.310471e+00	1.297923e+00	-7.307904e+00	-2.974649e+00	5.632835e+00	2.980345e+00	-5.631561e+00	8.189884e+00	-4.147503e-01	-8.196533e+00	4.109099e-01
9/29	12:39:00	45540	-1.328022e+00	7.321982e+00	1.328969e+00	-7.319440e+00	-2.983514e+00	5.666532e+00	2.989242e+00	-5.665201e+00	8.209645e+00	-4.375571e-01	-8.216321e+00	4.336829e-01
9/29	12:40:00	45600	-1.359426e+00	7.333185e+00	1.360369e+00	-7.330668e+00	-2.992294e+00	5.700359e+00	2.998054e+00	-5.698969e+00	8.229170e+00	-4.606466e-01	-8.235873e+00	4.567385e-01
9/29	12:41:00	45660	-1.391186e+00	7.344072e+00	1.392124e+00	-7.341581e+00	-3.000985e+00	5.734315e+00	3.006777e+00	-5.732864e+00	8.248452e+00	-4.840189e-01	-8.255181e+00	4.800771e-01
9/29	12:42:00	45720	-1.423314e+00	7.354635e+00	1.424247e+00	-7.352171e+00	-3.009586e+00	5.768406e+00	3.015410e+00	-5.766894e+00	8.267485e+00	-5.076850e-01	-8.274241e+00	5.037090e-01
9/29	12:43:00	45780	-1.455812e+00	7.364868e+00	1.456740e+00	-7.362432e+00	-3.018094e+00	5.802630e+00	3.023949e+00	-5.801055e+00	8.286263e+00	-5.316457e-01	-8.293046e+00	5.276351e-01
9/29	12:44:00	45840	-1.488685e+00	7.374764e+00	1.489607e+00	-7.372357e+00	-3.026504e+00	5.836988e+00	3.032391e+00	-5.835350e+00	8.304783e+00	-5.559042e-01	-8.311592e+00	5.518591e-01
